id,name
1,Kids
2,Mystery
3,Music
4,News
5,Musical
6,Action & Adventure
7,Talk
8,History
9,Romance
10,Western
11,Drama
12,Documentary
13,Crime
14,Fantasy
15,Science Fiction
16,Family
17,Action
18,Animation
19,Soap
20,Reality
21,Adventure
22,Sci-Fi & Fantasy
23,Comedy
24,TV Movie
25,War
26,Horror
27,War & Politics
28,Thriller
