movieId,keywordId
58,3383
58,6564
58,14535
177572,14588
177572,2243
177572,19833
177572,7129
177572,10383
177572,240
177572,18293
177572,4499
177572,21256
177572,17040
177572,1180
177572,16066
177572,1237
177572,18904
177572,10835
177572,13918
177572,17118
177572,14615
177572,6564
177572,8297
177572,19675
177572,4289
75656,13696
75656,5321
75656,2091
75656,10311
75656,3059
75656,16750
75656,17010
75656,1467
75656,7128
75656,15292
75656,11910
75656,12817
75656,3693
75656,1213
75656,891
75656,8059
131631,3297
131631,19851
131631,11692
131631,19399
131631,15325
131631,5659
131631,16362
131631,11115
131631,9084
131631,8037
131631,10048
131631,14886
131631,5372
335983,18370
335983,10383
335983,240
335983,18293
335983,7534
335983,14276
335983,17040
335983,6564
335983,14394
335983,4750
335983,21144
335983,19599
1124,5789
1124,6105
1124,16559
1124,3059
1124,14420
1124,12692
1124,21082
1124,13432
1124,1980
1124,11558
1124,2619
1124,17472
1124,9314
1124,4457
1124,205
1124,816
1124,19379
1124,3082
1124,20976
1124,4340
1124,8059
1124,14038
1124,6143
1124,8577
1124,9109
1124,1456
1124,18965
6479,13696
6479,10136
6479,3297
6479,11692
6479,19399
6479,554
6479,10924
6479,1740
6479,15957
6479,15223
6479,13329
6479,10395
6479,5165
6479,15565
6479,374
857,132
857,4800
857,798
857,4743
857,21178
857,376
857,21222
857,7899
857,15965
857,14405
857,2091
857,2950
857,18320
857,18647
857,13287
857,16057
857,13777
857,16226
857,4050
857,4437
857,18955
857,1220
857,3737
857,19273
857,10760
857,4161
299537,18293
299537,17040
299537,9578
299537,2916
299537,5099
299537,6564
299537,14394
299537,13930
299537,394
299537,9660
299537,17875
299537,1338
339403,1920
339403,10419
339403,3336
339403,11790
339403,11824
339403,12817
339403,14099
339403,7791
339403,18486
339403,3804
339403,11224
339403,20988
339403,17005
339403,16763
424,192
424,19833
424,3297
424,6637
424,1939
424,58
424,15168
424,15965
424,16576
424,7001
424,3327
424,3560
424,21475
424,18631
424,21387
424,4437
424,4461
424,10930
424,21253
424,14424
424,3560
424,19824
424,7872
1892,18370
1892,7129
1892,6645
1892,17962
1892,16292
1892,1740
1892,10034
1892,2215
1892,752
429617,11441
429617,17801
429617,18293
429617,13720
429617,7045
429617,17040
429617,15325
429617,11075
429617,6564
429617,14394
429617,13930
429617,17595
37724,19049
37724,8594
37724,14513
37724,3967
37724,21152
37724,7286
37724,12319
37724,15628
37724,12899
37724,7721
37724,625
37724,8989
49047,1194
49047,11234
49047,526
49047,19682
49047,661
49047,11566
127585,3821
127585,18555
127585,3119
127585,17040
127585,8958
127585,19520
127585,17232
127585,19481
127585,734
127585,15708
127585,6564
127585,5399
333339,9004
333339,3297
333339,13444
333339,18730
333339,11692
333339,3296
333339,4347
333339,6787
333339,16039
333339,15216
333339,12836
333339,12872
333339,5372
333339,8956
333339,3075
72190,4313
72190,5959
72190,19130
72190,3297
72190,11692
72190,84
72190,2210
72190,14765
72190,10395
72190,427
72190,355
72190,3604
72190,383
72190,5165
640,17010
640,5344
640,21387
640,4437
640,10067
640,1218
640,10486
640,8852
640,11005
330459,3517
330459,18370
330459,6645
330459,16292
330459,16554
330459,11367
330459,5659
330459,605
330459,12266
330459,13918
330459,1453
330459,752
330459,8162
330459,18481
330459,2464
181808,11563
181808,16292
181808,7079
181808,4920
181808,15325
181808,752
181808,10760
49521,10136
49521,3936
49521,18026
49521,18293
49521,17040
49521,10838
49521,8958
49521,9578
49521,2916
49521,4012
49521,497
49521,251
49521,21474
49521,20166
49521,6790
49521,4119
20352,2909
20352,12272
20352,20940
20352,1951
20352,9314
20352,4755
20352,17121
20352,9810
20352,11387
20352,4735
20352,14976
20352,20147
20352,14394
20352,7054
20352,17879
20352,3245
20352,59
558,13696
558,12300
558,11751
558,13073
558,18293
558,15548
558,17040
558,15325
558,10926
558,19009
558,18432
558,3737
558,12130
558,18177
324857,18293
324857,17040
324857,6564
324857,14704
118,20518
118,9109
118,18541
118,3297
118,762
118,14387
118,5333
118,2909
118,16253
118,13031
118,4539
244786,13696
244786,19103
244786,2509
244786,12692
244786,19772
244786,20807
244786,4467
244786,11343
244786,21339
244786,18177
244786,17571
244786,4567
1422,19139
1422,21114
1422,11823
1422,16200
1422,864
1422,20793
1422,11790
1422,17530
1422,19252
1422,20860
1422,14112
1422,20912
1422,9590
1422,10365
1422,10438
1422,15466
1422,4051
120467,5847
120467,9540
120467,1969
120467,15607
120467,8373
120467,7465
120467,1833
120467,20123
120467,11346
120467,11679
120467,7199
120467,9006
120467,3731
120467,2957
10193,10311
10193,5047
10193,8661
10193,15325
10193,10936
10193,7432
10193,16413
10193,14394
10193,6058
10193,21311
10193,15613
77,16985
77,16798
77,16599
77,15222
77,10419
77,15777
77,4598
77,9986
77,14471
77,9612
77,1180
77,9617
77,15374
77,18824
77,12068
77,15941
77,240
77,9027
77,18459
77,16375
77,14318
77,1707
77,16632
77,20761
38,13696
38,1795
38,12359
38,6656
38,16798
38,14128
38,10858
38,10515
38,4347
38,17743
38,18547
38,19081
38,1357
38,16375
38,6009
101,3778
101,13696
101,16873
101,6464
101,15903
101,12481
101,18548
101,5529
101,11835
101,8122
101,1180
101,9617
101,13329
101,9990
101,13693
101,14870
101,16632
101,13050
44214,13696
44214,14240
44214,10507
44214,13469
44214,14420
44214,12692
44214,7515
44214,7006
44214,13725
44214,15918
44214,4755
44214,5659
44214,18824
44214,12118
44214,1357
44214,1972
44214,11420
44214,9078
44214,1911
44214,10169
44214,4900
44214,18176
44214,4844
44214,70
44214,13904
44214,13936
44214,7307
44214,12950
44214,9628
752,9859
752,2347
752,10142
752,11692
752,1672
752,18314
752,3244
752,17040
752,1180
752,18664
752,10551
752,14293
752,18932
752,15123
752,6670
1893,2430
1893,12886
1893,7669
1893,2532
1893,18187
1893,15554
1893,13334
1893,752
152601,9004
152601,8823
152601,6530
152601,20721
152601,4347
152601,13329
152601,7607
152601,15941
152601,240
152601,1357
152601,3439
285,15529
285,14368
285,6372
285,11751
285,15951
285,6808
285,11958
285,8839
285,10331
285,2383
285,17148
285,2876
285,19809
285,21500
285,15952
285,6564
285,2566
285,12335
122917,12481
122917,3297
122917,15451
122917,9247
122917,11374
122917,21415
122917,15697
122917,9710
122917,1647
122917,14470
500,10311
500,12512
500,7293
500,6808
500,12817
500,4841
500,12044
500,1219
500,11725
500,16375
500,17646
500,3143
500,13302
500,6443
500,16342
500,14726
500,10010
500,18294
500,19441
500,17428
500,4567
273248,10418
273248,17798
273248,6493
273248,19008
273248,12409
273248,13056
273248,12068
273248,16454
273248,10495
273248,17262
273248,20976
348,8929
348,18370
348,3447
348,5605
348,11692
348,16555
348,16765
348,6546
348,16554
348,16226
348,3539
348,526
348,5659
348,3299
348,752
348,19630
348,10563
10528,9109
10528,18541
10528,3297
10528,2347
10528,20728
10528,3923
10528,3468
10528,14963
10528,17108
10528,4457
10528,9617
10528,12958
10528,205
10528,12068
10528,10936
10528,11675
10528,7591
10528,20976
10528,6876
10528,4355
10528,19050
10528,12501
10528,17613
12155,3297
12155,18187
12155,2263
12155,7046
12155,5509
12155,19855
12155,6873
12155,5372
12155,9186
12155,7872
12155,723
12155,11255
12155,13125
12155,15083
12155,11562
1865,116
1865,16758
1865,18407
1865,10688
1865,20500
1865,18541
1865,14172
1865,7198
1865,14688
1865,7439
1865,16043
1865,9098
1865,2383
1865,1220
1865,15697
1865,2876
1865,5834
1865,6564
1865,17952
1865,18755
559,16798
559,12300
559,11751
559,11835
559,2310
559,21082
559,18293
559,3879
559,16642
559,16318
559,16806
559,12252
559,15863
559,17040
559,15325
